% La2004 solution of eccentricity, precession and obliquity
% Obtained from http://vo.imcce.fr/insola/earth/online/earth/online/index.php
% Time (ky)     Eccentricity    Precession    Obliquity 
   -3172.000       0.038703      -0.020917       0.401513
   -3171.000       0.039389      -0.010664       0.402929
   -3170.000       0.040024       0.000966       0.404468
   -3169.000       0.040701       0.012807       0.406083
   -3168.000       0.041282       0.023864       0.407731
   -3167.000       0.041805       0.033064       0.409364
   -3166.000       0.042371       0.039571       0.410934
   -3165.000       0.042831       0.042726       0.412398
   -3164.000       0.043277       0.042208       0.413711
   -3163.000       0.043690       0.038021       0.414833
   -3162.000       0.044058       0.030456       0.415738
   -3161.000       0.044428       0.020167       0.416396
   -3160.000       0.044654       0.008015       0.416787
   -3159.000       0.044977      -0.004961       0.416903
   -3158.000       0.045157      -0.017655       0.416738
   -3157.000       0.045295      -0.028900       0.416292
   -3156.000       0.045434      -0.037804       0.415582
   -3155.000       0.045500      -0.043498       0.414624
   -3154.000       0.045487      -0.045487       0.413445
   -3153.000       0.045460      -0.043630       0.412080
   -3152.000       0.045363      -0.038032       0.410566
   -3151.000       0.045242      -0.029190       0.408947
   -3150.000       0.045004      -0.017922       0.407273
   -3149.000       0.044765      -0.005207       0.405587
   -3148.000       0.044504       0.007880       0.403938
   -3147.000       0.044096       0.019999       0.402375
   -3146.000       0.043736       0.030321       0.400935
   -3145.000       0.043320       0.037774       0.399658
   -3144.000       0.042818       0.041821       0.398576
   -3143.000       0.042318       0.042191       0.397708
   -3142.000       0.041781       0.038955       0.397073
   -3141.000       0.041167       0.032414       0.396679
   -3140.000       0.040574       0.023430       0.396520
   -3139.000       0.039866       0.012725       0.396593
   -3138.000       0.039242       0.001344       0.396882
   -3137.000       0.038473      -0.009646       0.397362
   -3136.000       0.037723      -0.019415       0.398012
   -3135.000       0.037008      -0.027194       0.398800
   -3134.000       0.036185      -0.032393       0.399691
   -3133.000       0.035363      -0.034792       0.400657
   -3132.000       0.034592      -0.034429       0.401663
   -3131.000       0.033731      -0.031368       0.402676
   -3130.000       0.032888      -0.026179       0.403673
   -3129.000       0.032057      -0.019377       0.404628
   -3128.000       0.031198      -0.011493       0.405523
   -3127.000       0.030392      -0.003348       0.406347
   -3126.000       0.029514       0.004558       0.407090
   -3125.000       0.028767       0.011676       0.407746
   -3124.000       0.027975       0.017566       0.408317
   -3123.000       0.027190       0.021891       0.408802
   -3122.000       0.026549       0.024656       0.409204
   -3121.000       0.025841       0.025629       0.409530
   -3120.000       0.025230       0.025041       0.409782
   -3119.000       0.024678       0.023036       0.409969
   -3118.000       0.024177       0.019793       0.410098
   -3117.000       0.023724       0.015584       0.410176
   -3116.000       0.023366       0.010786       0.410209
   -3115.000       0.023055       0.005507       0.410204
   -3114.000       0.022866       0.000115       0.410167
   -3113.000       0.022667      -0.005125       0.410101
   -3112.000       0.022651      -0.010115       0.410005
   -3111.000       0.022658      -0.014539       0.409877
   -3110.000       0.022724      -0.018218       0.409715
   -3109.000       0.022904      -0.021049       0.409511
   -3108.000       0.023162      -0.022825       0.409259
   -3107.000       0.023404      -0.023347       0.408952
   -3106.000       0.023798      -0.022686       0.408584
   -3105.000       0.024212      -0.020649       0.408151
   -3104.000       0.024654      -0.017257       0.407653
   -3103.000       0.025171      -0.012726       0.407090
   -3102.000       0.025731      -0.007123       0.406469
   -3101.000       0.026319      -0.000681       0.405796
   -3100.000       0.026929       0.006038       0.405085
   -3099.000       0.027572       0.012851       0.404351
   -3098.000       0.028286       0.019158       0.403611
   -3097.000       0.028933       0.024434       0.402885
   -3096.000       0.029649       0.028309       0.402197
   -3095.000       0.030423       0.030403       0.401566
   -3094.000       0.031084       0.030260       0.401017
   -3093.000       0.031881       0.027979       0.400571
   -3092.000       0.032601       0.023440       0.400243
   -3091.000       0.033361       0.016852       0.400052
   -3090.000       0.034098       0.008698       0.400012
   -3089.000       0.034830      -0.000476       0.400126
   -3088.000       0.035601      -0.010179       0.400403
   -3087.000       0.036300      -0.019366       0.400837
   -3086.000       0.037016      -0.027519       0.401419
   -3085.000       0.037784      -0.033916       0.402138
   -3084.000       0.038452      -0.037824       0.402973
   -3083.000       0.039152      -0.038972       0.403899
   -3082.000       0.039909      -0.037186       0.404888
   -3081.000       0.040552      -0.032305       0.405909
   -3080.000       0.041274      -0.024808       0.406926
   -3079.000       0.041947      -0.015131       0.407909
   -3078.000       0.042640      -0.003874       0.408824
   -3077.000       0.043308       0.008021       0.409639
   -3076.000       0.043950       0.019597       0.410329
   -3075.000       0.044652       0.030149       0.410866
   -3074.000       0.045280       0.038535       0.411232
   -3073.000       0.045907       0.044191       0.411414
   -3072.000       0.046581       0.046580       0.411402
   -3071.000       0.047204       0.045330       0.411193
   -3070.000       0.047765       0.040422       0.410796
   -3069.000       0.048429       0.032294       0.410218
   -3068.000       0.048954       0.021245       0.409480
   -3067.000       0.049518       0.008272       0.408609
   -3066.000       0.050038      -0.005674       0.407631
   -3065.000       0.050533      -0.019531       0.406581
   -3064.000       0.051019      -0.032116       0.405497
   -3063.000       0.051437      -0.042296       0.404413
   -3062.000       0.051848      -0.049223       0.403370
   -3061.000       0.052287      -0.052259       0.402405
   -3060.000       0.052562      -0.050860       0.401547
   -3059.000       0.052947      -0.045328       0.400831
   -3058.000       0.053244      -0.035831       0.400281
   -3057.000       0.053487      -0.023179       0.399917
   -3056.000       0.053753      -0.008461       0.399755
   -3055.000       0.053966       0.007077       0.399800
   -3054.000       0.054155       0.022278       0.400052
   -3053.000       0.054281       0.035505       0.400505
   -3052.000       0.054415       0.045905       0.401142
   -3051.000       0.054511       0.052447       0.401943
   -3050.000       0.054524       0.054520       0.402882
   -3049.000       0.054523       0.052037       0.403925
   -3048.000       0.054541       0.045280       0.405040
   -3047.000       0.054403       0.034659       0.406190
   -3046.000       0.054308       0.021290       0.407337
   -3045.000       0.054145       0.006312       0.408445
   -3044.000       0.053920      -0.009171       0.409480
   -3043.000       0.053666      -0.023647       0.410410
   -3042.000       0.053324      -0.035994       0.411210
   -3041.000       0.053016      -0.045379       0.411856
   -3040.000       0.052565      -0.050801       0.412329
   -3039.000       0.052115      -0.052099       0.412621
   -3038.000       0.051656      -0.049211       0.412724
   -3037.000       0.051086      -0.042388       0.412637
   -3036.000       0.050492      -0.032300       0.412368
   -3035.000       0.049921      -0.020000       0.411924
   -3034.000       0.049234      -0.006263       0.411318
   -3033.000       0.048550       0.007490       0.410572
   -3032.000       0.047839       0.020265       0.409705
   -3031.000       0.047077       0.031055       0.408739
   -3030.000       0.046329       0.039059       0.407705
   -3029.000       0.045451       0.043599       0.406628
   -3028.000       0.044682       0.044681       0.405536
   -3027.000       0.043804       0.042135       0.404458
   -3026.000       0.042879       0.036390       0.403415
   -3025.000       0.042026       0.028143       0.402433
   -3024.000       0.041104       0.018027       0.401532
   -3023.000       0.040126       0.007012       0.400724
   -3022.000       0.039245      -0.003966       0.400026
   -3021.000       0.038263      -0.014110       0.399449
   -3020.000       0.037342      -0.022699       0.398999
   -3019.000       0.036381      -0.029078       0.398681
   -3018.000       0.035471      -0.033038       0.398501
   -3017.000       0.034567      -0.034391       0.398457
   -3016.000       0.033661      -0.033199       0.398549
