 -733.9   210.09     0.99
 -733.8   209.68     0.96
 -733.7   209.26     0.93
 -733.6   208.85     0.90
 -733.5   208.43     0.86
 -733.4   208.01     0.83
 -733.3   207.75     0.85
 -733.2   207.87     0.98
 -733.1   207.99     1.10
 -733.0   208.10     1.23
 -732.9   208.89     1.33
 -732.8   209.73     1.43
 -732.7   210.57     1.52
 -732.6   211.40     1.62
 -732.5   212.24     1.72
 -732.4   213.08     1.81
 -732.3   213.63     1.82
 -732.2   213.17     1.49
 -732.1   212.71     1.15
 -732.0   212.26     0.82
 -731.9   211.80     0.49
 -731.8   211.54     0.36
 -731.7   211.40     0.36
 -731.6   211.27     0.35
 -731.5   211.13     0.35
 -731.4   210.99     0.35
 -731.3   210.86     0.34
 -731.2   210.72     0.34
 -731.1   210.54     0.45
 -731.0   210.34     0.57
 -730.9   210.19     0.70
 -730.8   210.50     0.86
 -730.7   210.81     1.02
 -730.6   211.12     1.18
 -730.5   211.43     1.34
 -730.4   211.74     1.50
 -730.3   212.05     1.66
 -730.2   211.86     1.62
 -730.1   211.35     1.45
 -730.0   210.84     1.28
 -729.9   210.33     1.12
 -729.8   210.06     1.00
 -729.7   210.18     0.97
 -729.6   210.31     0.95
 -729.5   210.43     0.92
 -729.4   210.56     0.89
 -729.3   210.69     0.86
 -729.2   210.81     0.84
 -729.1   210.94     0.81
 -729.0   211.06     0.78
 -728.9   210.89     0.79
 -728.8   210.68     0.80
 -728.7   210.47     0.82
 -728.6   210.25     0.83
 -728.5   210.22     0.94
 -728.4   210.19     1.05
 -728.3   210.17     1.16
 -728.2   210.14     1.28
 -728.1   210.12     1.39
 -728.0   210.09     1.50
 -727.9   210.07     1.62
 -727.8   210.17     1.56
 -727.7   210.27     1.49
 -727.6   210.38     1.43
 -727.5   210.48     1.36
 -727.4   210.58     1.30
 -727.3   210.69     1.24
 -727.2   210.79     1.17
 -727.1   210.89     1.11
 -727.0   210.99     1.04
 -726.9   211.10     0.98
 -726.8   211.20     0.91
 -726.7   211.30     0.85
 -726.6   211.41     0.78
 -726.5   211.35     0.84
 -726.4   211.24     0.93
 -726.3   211.13     1.02
 -726.2   211.11     1.08
 -726.1   211.16     1.11
 -726.0   211.21     1.14
 -725.9   211.26     1.16
 -725.8   211.32     1.19
 -725.7   211.37     1.22
 -725.6   211.42     1.25
 -725.5   211.48     1.27
 -725.4   211.34     1.14
 -725.3   211.14     0.96
 -725.2   210.93     0.78
 -725.1   210.73     0.60
 -725.0   210.53     0.41
 -724.9   210.80     0.44
 -724.8   211.22     0.54
 -724.7   211.65     0.64
 -724.6   212.07     0.74
 -724.5   212.49     0.84
 -724.4   212.92     0.94
 -724.3   213.34     1.03
 -724.2   213.76     1.13
 -724.1   213.84     1.26
 -724.0   213.44     1.42
 -723.9   213.03     1.58
 -723.8   212.63     1.74
 -723.7   212.51     1.66
 -723.6   212.45     1.52
 -723.5   212.39     1.38
 -723.4   212.34     1.25
 -723.3   212.28     1.11
 -723.2   212.23     0.97
 -723.1   212.17     0.83
 -723.0   212.11     0.70
 -722.9   212.88     0.95
 -722.8   213.70     1.22
 -722.7   214.51     1.49
 -722.6   215.33     1.76
 -722.5   216.12     2.01
 -722.4   216.47     1.92
 -722.3   216.82     1.83
 -722.2   217.17     1.74
 -722.1   217.52     1.65
 -722.0   217.87     1.56
 -721.9   218.22     1.46
 -721.8   218.57     1.37
 -721.7   218.92     1.28
 -721.6   219.04     1.24
 -721.5   219.12     1.21
 -721.4   219.18     1.18
 -721.3   218.92     1.14
 -721.2   218.65     1.11
 -721.1   218.39     1.07
 -721.0   218.12     1.04
 -720.9   217.86     1.01
 -720.8   217.59     0.97
 -720.7   217.33     0.94
 -720.6   217.06     0.90
 -720.5   216.14     0.89
 -720.4   215.14     0.88
 -720.3   214.15     0.87
 -720.2   213.15     0.85
 -720.1   212.16     0.84
 -720.0   210.81     0.83
 -719.9   209.41     0.82
 -719.8   208.00     0.81
 -719.7   206.60     0.80
 -719.6   205.20     0.79
 -719.5   203.80     0.77
 -719.4   202.40     0.76
 -719.3   201.00     0.75
 -719.2   199.56     0.90
 -719.1   198.11     1.08
 -719.0   196.67     1.25
 -718.9   195.22     1.43
 -718.8   193.77     1.60
 -718.7   193.12     1.59
 -718.6   192.68     1.53
 -718.5   192.25     1.47
 -718.4   191.81     1.41
 -718.3   191.38     1.34
 -718.2   190.94     1.28
 -718.1   190.51     1.22
 -718.0   190.07     1.16
 -717.9   190.66     1.13
 -717.8   192.07     1.14
 -717.7   193.48     1.15
 -717.6   194.89     1.15
 -717.5   196.29     1.16
 -717.4   197.70     1.17
 -717.3   199.19     1.20
 -717.2   200.78     1.26
 -717.1   202.36     1.33
 -717.0   203.95     1.39
 -716.9   205.53     1.45
 -716.8   207.12     1.52
 -716.7   208.70     1.58
 -716.6   210.29     1.64
 -716.5   211.47     1.34
 -716.4   212.59     0.98
 -716.3   213.79     0.66
 -716.2   215.67     0.64
 -716.1   217.54     0.63
 -716.0   219.42     0.61
 -715.9   221.30     0.60
 -715.8   223.18     0.58
 -715.7   225.05     0.57
 -715.6   226.93     0.56
 -715.5   226.93     0.56
 -715.4   225.95     0.56
 -715.3   224.96     0.57
 -715.2   223.97     0.58
 -715.1   223.23     0.62
 -715.0   223.78     0.82
 -714.9   224.33     1.02
 -714.8   224.89     1.22
 -714.7   225.44     1.42
 -714.6   225.99     1.62
 -714.5   226.55     1.82
 -714.4   227.09     2.01
 -714.3   227.25     1.89
 -714.2   227.42     1.77
 -714.1   227.58     1.65
 -714.0   227.31     1.51
 -713.9   226.82     1.36
 -713.8   226.32     1.21
 -713.7   225.82     1.06
 -713.6   225.32     0.91
 -713.5   224.82     0.75
 -713.4   224.33     0.60
 -713.3   223.89     0.48
 -713.2   223.90     0.57
 -713.1   223.91     0.66
 -713.0   223.92     0.76
 -712.9   223.93     0.85
 -712.8   223.94     0.94
 -712.7   223.95     1.03
 -712.6   223.96     1.12
 -712.5   223.97     1.22
 -712.4   223.98     1.31
 -712.3   223.99     1.40
 -712.2   224.02     1.46
 -712.1   224.08     1.48
 -712.0   224.16     1.45
 -711.9   224.37     1.26
 -711.8   224.57     1.06
 -711.7   224.78     0.87
 -711.6   224.98     0.68
 -711.5   225.18     0.48
 -711.4   225.39     0.29
 -711.3   225.27     0.37
 -711.2   225.16     0.45
 -711.1   225.04     0.53
 -711.0   224.92     0.61
 -710.9   225.24     0.64
 -710.8   225.64     0.66
 -710.7   226.05     0.68
 -710.6   226.45     0.70
 -710.5   226.85     0.72
 -710.4   227.39     0.76
 -710.3   228.03     0.80
 -710.2   228.66     0.85
 -710.1   229.30     0.90
 -710.0   229.93     0.95
 -709.9   230.53     0.99
 -709.8   230.73     0.96
 -709.7   230.93     0.93
 -709.6   231.13     0.90
 -709.5   231.34     0.87
 -709.4   231.80     0.89
 -709.3   232.49     0.95
 -709.2   233.18     1.01
 -709.1   233.87     1.07
 -709.0   234.56     1.13
 -708.9   234.65     1.13
 -708.8   234.34     1.11
 -708.7   234.02     1.08
 -708.6   233.70     1.06
 -708.5   233.38     1.03
 -708.4   233.14     1.01
 -708.3   233.36     1.00
 -708.2   233.58     1.00
 -708.1   233.57     1.08
 -708.0   233.55     1.17
 -707.9   233.54     1.25
 -707.8   233.53     1.33
 -707.7   233.52     1.41
 -707.6   234.21     1.37
 -707.5   235.81     1.18
 -707.4   237.42     0.98
 -707.3   238.80     0.80
 -707.2   238.33     0.82
 -707.1   237.87     0.85
 -707.0   237.40     0.87
 -706.9   236.93     0.89
 -706.8   236.47     0.91
 -706.7   236.05     0.97
 -706.6   236.05     1.35
 -706.5   236.05     1.72
 -706.4   236.39     1.71
 -706.3   236.76     1.67
 -706.2   237.12     1.63
 -706.1   237.49     1.59
 -706.0   237.58     1.53
 -705.9   237.43     1.46
 -705.8   237.29     1.38
 -705.7   237.06     1.35
 -705.6   236.63     1.42
 -705.5   236.20     1.49
 -705.4   235.77     1.57
 -705.3   235.33     1.64
 -705.2   234.85     1.40
 -705.1   234.30     0.76
 -705.0   233.98     0.56
 -704.9   233.88     0.75
 -704.8   233.77     0.94
 -704.7   233.67     1.13
 -704.6   233.56     1.33
 -704.5   233.36     1.15
 -704.4   233.15     0.90
 -704.3   232.94     0.65
 -704.2   232.77     0.59
 -704.1   232.65     0.72
 -704.0   232.53     0.85
 -703.9   232.41     0.98
 -703.8   232.28     1.11
 -703.7   232.59     1.16
 -703.6   232.92     1.20
 -703.5   233.25     1.25
 -703.4   232.94     1.11
 -703.3   232.34     0.89
 -703.2   231.73     0.67
 -703.1   231.13     0.46
 -703.0   230.65     0.31
 -702.9   231.22     0.80
 -702.8   231.80     1.30
 -702.7   232.18     1.56
 -702.6   232.17     1.40
 -702.5   232.17     1.24
 -702.4   232.17     1.07
 -702.3   232.16     0.91
 -702.2   232.15     0.75
 -702.1   231.54     0.88
 -702.0   230.92     1.01
 -701.9   231.19     0.92
 -701.8   231.53     0.82
 -701.7   231.87     0.72
 -701.6   232.21     0.62
 -701.5   232.74     0.58
 -701.4   233.90     0.75
 -701.3   235.06     0.92
 -701.2   235.60     0.90
 -701.1   235.86     0.79
 -701.0   236.12     0.68
 -700.9   236.39     0.57
 -700.8   236.61     0.49
 -700.7   236.65     0.54
 -700.6   236.68     0.59
 -700.5   236.72     0.64
 -700.4   236.83     0.63
 -700.3   236.96     0.60
 -700.2   237.09     0.58
