C: Wang et al. stack probabilistic analysis Med RSL chronology (ky)
D: Wang et al. stack probabilistic analysis Med RSL MEDIAN (m; shifted so mean of last three ky =0)
E: Wang et al. stack probabilistic analysis Med RSL upper bound 95% probability interval for the median (~equivalent to 2se)
F: Wang et al. stack probabilistic analysis Med RSL lower bound 95% probability interval for the median (~equivalent to 2se)

t Wang Med RSL	MEDIAN	MEDIAN_t95%	 MEDIAN_b95%
1555	-3.87625	2.35575	-10.10825
1556	-7.50125	-1.31325	-13.68825
1557	-8.81725	-2.61525	-15.02025
1558	-6.58925	-0.34425	-12.83525
1559	0.06975	6.29575	-6.15525
1560	8.30675	14.51675	2.09575
1561	13.23975	19.45175	7.02875
1562	16.81375	23.03075	10.59675
1563	17.63575	23.87275	11.39975
1564	19.35075	25.53975	13.16175
1565	20.45975	26.63375	14.28675
1566	19.14575	25.38175	12.90975
1567	15.84675	22.10475	9.58875
1568	9.14075	15.40275	2.87975
1569	-2.78625	3.54475	-9.11825
1570	-14.21425	-7.96025	-20.46725
1571	-25.48125	-19.22325	-31.73825
1572	-32.12525	-25.90025	-38.34925
1573	-37.79625	-31.60425	-43.98825
1574	-40.13925	-33.94525	-46.33325
1575	-39.05725	-32.87225	-45.24225
1576	-37.70325	-31.53525	-43.87125
1577	-35.64625	-29.49525	-41.79825
1578	-32.71325	-26.52925	-38.89825
1579	-27.88425	-21.71025	-34.05825
1580	-24.45425	-18.32425	-30.58525
1581	-20.19825	-14.04625	-26.35125
1582	-18.05025	-11.88325	-24.21825
1583	-13.98625	-7.85125	-20.12025
1584	-13.75425	-7.57425	-19.93425
1585	-13.58825	-7.43825	-19.73825
1586	-13.68925	-7.58225	-19.79625
1587	-17.62025	-11.45325	-23.78825
1588	-21.61225	-15.44825	-27.77625
1589	-22.43425	-16.24125	-28.62725
1590	-24.23725	-18.03725	-30.43825
1591	-24.88425	-18.72625	-31.04225
1592	-23.98425	-17.80925	-30.15925
1593	-19.77125	-13.60025	-25.94225
1594	-14.57825	-8.39325	-20.76225
1595	-7.21325	-0.94625	-13.47925
1596	1.94875	8.14375	-4.24525
1597	5.65075	11.88675	-0.58425
1598	9.91975	16.14575	3.69275
1599	10.99575	17.20075	4.78975
1600	11.03275	17.21475	4.85075
1601	11.95875	18.11975	5.79775
1602	11.29975	17.46275	5.13675
1603	11.84575	17.99475	5.69775
1604	12.11075	18.26575	5.95575
1605	11.62275	17.81575	5.43075
1606	12.17275	18.37075	5.97475
1607	12.03275	18.24675	5.81875
1608	11.41475	17.65475	5.17475
1609	8.05375	14.28575	1.82175
1610	2.07275	8.29975	-4.15425
1611	-3.19125	3.00875	-9.39025
1612	-9.08025	-2.91025	-15.25025
1613	-14.19125	-8.03725	-20.34525
1614	-16.56525	-10.41025	-22.71925
1615	-17.35125	-11.16825	-23.53425
1616	-18.62025	-12.46125	-24.77925
1617	-18.35725	-12.19925	-24.51425
1618	-17.26525	-11.10125	-23.42925
1619	-13.65525	-7.51125	-19.80025
1620	-12.54125	-6.38025	-18.70325
1621	-8.26925	-2.14325	-14.39525
1622	-5.48825	0.64875	-11.62625
1623	-2.43825	3.71575	-8.59225
1624	0.39975	6.56975	-5.77025
1625	3.38275	9.53775	-2.77225
1626	6.37075	12.52475	0.21575
1627	9.56375	15.75975	3.36775
1628	11.53875	17.71675	5.36075
1629	13.57975	19.72075	7.43875
1630	18.40475	24.56875	12.24075
1631	19.91275	26.09875	13.72575
1632	22.67175	28.82975	16.51375
1633	22.75075	28.96275	16.53775
1634	23.36175	29.54475	17.17875
1635	24.91075	31.08775	18.73375
1636	24.89375	31.05275	18.73575
1637	25.05675	31.18875	18.92475
1638	24.87275	30.98975	18.75675
1639	23.60675	29.74775	17.46575
1640	23.66175	29.80275	17.52075
1641	23.22775	29.39275	17.06375
1642	22.40075	28.62175	16.18075
1643	21.82475	28.06875	15.57975
1644	20.77075	27.01375	14.52775
1645	19.59675	25.80775	13.38475
1646	14.52075	20.70475	8.33775
1647	7.13375	13.31275	0.95475
1648	-3.26125	2.96175	-9.48525
1649	-9.07525	-2.88325	-15.26825
1650	-16.27525	-10.09925	-22.45025
1651	-21.66725	-15.51025	-27.82425
1652	-26.48525	-20.32725	-32.64325
1653	-30.97225	-24.79225	-37.15325
1654	-35.43625	-29.26025	-41.61225
1655	-37.71325	-31.57225	-43.85325
1656	-39.62625	-33.47925	-45.77325
1657	-38.17525	-32.03025	-44.31925
1658	-37.95425	-31.76025	-44.14925
1659	-34.53725	-28.35925	-40.71525
1660	-30.43625	-24.27725	-36.59525
1661	-29.48825	-23.30425	-35.67225
1662	-32.46925	-26.30825	-38.63025
1663	-36.41825	-30.21325	-42.62325
1664	-37.96625	-31.76725	-44.16525
1665	-37.82425	-31.68025	-43.96825
1666	-35.93825	-29.73425	-42.14225
1667	-31.02325	-24.82125	-37.22525
1668	-24.91025	-18.70425	-31.11625
1669	-18.35325	-12.17625	-24.52925
1670	-11.04525	-4.86225	-17.22725
1671	-5.79225	0.44775	-12.03125
1672	-0.36925	5.81075	-6.54825
1673	3.57075	9.76075	-2.61925
1674	8.95975	15.11275	2.80675
1675	12.24275	18.36675	6.11975
1676	14.81575	20.94775	8.68375
1677	16.28775	22.47075	10.10375
1678	19.54175	25.70075	13.38275
1679	20.87575	27.01175	14.73975
1680	22.80875	28.93275	16.68475
1681	23.75375	29.90875	17.59975
1682	24.69875	30.85475	18.54375
1683	23.97375	30.14475	17.80275
1684	23.15675	29.34275	16.97075
1685	22.47875	28.65775	16.29975
1686	21.81575	27.95775	15.67475
1687	19.69075	25.86675	13.51475
1688	21.72275	27.89875	15.54575
1689	21.32275	27.47775	15.16875
1690	20.85075	27.03175	14.66875
1691	20.63775	26.77875	14.49675
1692	18.34175	24.52275	12.16175
1693	16.87975	23.08875	10.67075
1694	16.12775	22.35375	9.90275
1695	14.92375	21.12875	8.71775
1696	10.31175	16.56975	4.05375
1697	4.71275	10.96275	-1.53625
1698	-4.99925	1.27775	-11.27725
1699	-14.84725	-8.59425	-21.10025
1700	-23.45125	-17.20825	-29.69525
1701	-32.37725	-26.13825	-38.61725
1702	-38.91125	-32.73325	-45.08925
1703	-42.20625	-36.02525	-48.38725
1704	-42.88225	-36.73525	-49.02925
1705	-42.77325	-36.58525	-48.96025
1706	-40.20225	-34.00925	-46.39525
1707	-35.21725	-28.99925	-41.43525
1708	-28.71225	-22.52325	-34.90225
1709	-24.30325	-18.11925	-30.48625
1710	-19.02925	-12.84925	-25.20925
1711	-14.21325	-8.05625	-20.37025
1712	-12.48925	-6.30625	-18.67225
1713	-9.45725	-3.31925	-15.59525
1714	-8.26825	-2.13625	-14.39925
1715	-6.03225	0.09175	-12.15625
1716	-4.95125	1.20575	-11.10825
1717	-4.66625	1.54175	-10.87425
1718	-4.00325	2.14975	-10.15625
1719	-4.12625	2.03275	-10.28625
1720	-5.00025	1.20975	-11.21025
1721	-5.85425	0.30075	-12.01025
1722	-8.78125	-2.59225	-14.97125
1723	-9.16725	-3.03125	-15.30425
1724	-12.52225	-6.35525	-18.69025
1725	-12.37825	-6.21925	-18.53625
1726	-12.35325	-6.21225	-18.49425
1727	-12.05325	-5.86925	-18.23625
1728	-10.23325	-4.04625	-16.42025
1729	-4.15925	2.05975	-10.37725
1730	0.88875	7.09675	-5.31925
1731	10.63875	16.86675	4.41075
1732	15.01575	21.19275	8.83875
1733	19.35975	25.53875	13.18075
1734	21.64375	27.82775	15.46075
1735	22.58875	28.78675	16.39075
1736	22.71275	28.90675	16.51875
1737	24.14475	30.31275	17.97675
1738	24.36975	30.53775	18.20075
1739	23.30975	29.49275	17.12675
1740	20.35975	26.55875	14.16075
1741	18.73875	24.94775	12.53075
1742	16.58575	22.72375	10.44775
1743	10.60675	16.78875	4.42375
1744	6.70075	12.87575	0.52575
1745	3.19075	9.37675	-2.99525
1746	0.32475	6.49475	-5.84625
1747	-2.02225	4.10975	-8.15325
1748	-3.91325	2.29275	-10.11925
1749	-1.35925	4.79675	-7.51625
1750	3.17875	9.36475	-3.00825
1751	7.45575	13.63875	1.27275
1752	12.83475	19.05375	6.61575
1753	15.90075	22.12275	9.67875
1754	20.34275	26.54875	14.13675
1755	22.77575	28.93875	16.61275
1756	24.43475	30.56675	18.30275
1757	26.87075	32.97275	20.76875
1758	28.66975	34.80475	22.53575
1759	30.11575	36.27675	23.95475
1760	30.83575	36.98775	24.68375
1761	32.67975	38.82175	26.53775
1762	32.84575	39.00375	26.68775
1763	33.28775	39.47775	27.09775
1764	33.17575	39.39475	26.95575
1765	33.89775	40.09375	27.70175
1766	33.31275	39.48475	27.13975
1767	33.69375	39.84875	27.53975
1768	33.70075	39.82875	27.57175
1769	33.51075	39.62675	27.39575
1770	33.70275	39.80875	27.59575
1771	33.83975	39.96275	27.71675
1772	34.12575	40.25575	27.99575
1773	34.32775	40.46275	28.19275
1774	34.25975	40.40875	28.10975
1775	34.65175	40.81975	28.48375
1776	34.54775	40.70875	28.38675
1777	33.68175	39.84875	27.51575
1778	32.30175	38.45075	26.15275
1779	30.49075	36.63975	24.34075
1780	25.48775	31.65875	19.31675
1781	18.69975	24.91675	12.48275
1782	10.15775	16.39475	3.91975
1783	-1.65225	4.60275	-7.90825
1784	-12.98125	-6.67225	-19.28925
1785	-22.41925	-16.12225	-28.71525
1786	-29.79925	-23.58425	-36.01425
1787	-32.81425	-26.60525	-39.02225
1788	-30.69425	-24.49325	-36.89525
1789	-26.48725	-20.31125	-32.66425
1790	-21.65425	-15.48125	-27.82625
1791	-17.57525	-11.37025	-23.78025
1792	-14.36725	-8.20625	-20.52825
1793	-14.89825	-8.71525	-21.08125
1794	-19.48825	-13.27925	-25.69725
1795	-23.51925	-17.33825	-29.70125
1796	-28.67325	-22.49025	-34.85725
1797	-28.69025	-22.51725	-34.86425
1798	-29.39225	-23.19825	-35.58625
1799	-28.35325	-22.18325	-34.52425
1800	-23.79925	-17.60425	-29.99425
1801	-18.98625	-12.77925	-25.19325
1802	-11.67525	-5.49825	-17.85125
1803	-3.78125	2.38475	-9.94825
1804	3.59375	9.80475	-2.61625
1805	9.22375	15.47375	2.97375
1806	12.31175	18.56175	6.06275
1807	15.80175	22.00375	9.59975
1808	16.60775	22.75475	10.46075
1809	17.20675	23.33875	11.07575
1810	17.85075	23.98875	11.71275
1811	17.38875	23.55075	11.22775
1812	17.14675	23.33775	10.95575
1813	15.57675	21.76375	9.38875
1814	13.00375	19.16675	6.84075
1815	12.62275	18.80575	6.44075
1816	11.78875	17.95875	5.61775
1817	14.25875	20.42075	8.09775
1818	16.31975	22.50975	10.12875
1819	19.84575	26.01375	13.67775
1820	23.09875	29.27675	16.92175
1821	25.73375	31.91675	19.55075
1822	25.63875	31.87075	19.40675
1823	24.49175	30.73475	18.24775
1824	23.83375	30.05675	17.61075
1825	23.29675	29.48675	17.10675
1826	23.08675	29.26975	16.90275
1827	22.22375	28.40475	16.04375
1828	21.34175	27.54275	15.14175
1829	20.37575	26.57375	14.17775
1830	19.94175	26.13975	13.74475
1831	16.86375	23.11775	10.61075
1832	12.94475	19.13775	6.75175
1833	10.08675	16.26175	3.91175
1834	8.06875	14.20275	1.93475
1835	7.57175	13.76275	1.37975
1836	9.91475	16.07175	3.75775
1837	13.69675	19.87175	7.52175
1838	17.13975	23.30475	10.97475
1839	20.38275	26.56775	14.19775
1840	25.02375	31.18575	18.86175
1841	28.33575	34.48975	22.18075
1842	29.46675	35.63175	23.30275
1843	31.24175	37.42175	25.06175
1844	32.61075	38.82875	26.39275
1845	32.66875	38.90975	26.42775
1846	32.45775	38.67675	26.23875
1847	32.23175	38.43575	26.02875
1848	31.76375	37.96775	25.56075
1849	31.97875	38.15875	25.79875
1850	32.37975	38.53575	26.22275
1851	32.09175	38.23775	25.94675
1852	31.63175	37.79275	25.47075
1853	31.12375	37.30375	24.94475
1854	32.20375	38.37475	26.03375
1855	32.09775	38.28075	25.91475
1856	32.22675	38.42975	26.02275
1857	31.43775	37.69175	25.18475
1858	30.28675	36.55375	24.02075
1859	29.25575	35.51875	22.99375
1860	24.03875	30.31775	17.75875
1861	18.46175	24.67475	12.24775
1862	12.78675	18.98275	6.58975
1863	11.14475	17.28875	5.00075
1864	11.45975	17.64175	5.27775
1865	13.99875	20.14675	7.85075
1866	16.45675	22.62775	10.28575
1867	20.57975	26.73175	14.42675
1868	24.48375	30.69575	18.27175
1869	27.01575	33.21675	20.81375
1870	28.74975	34.89375	22.60475
1871	29.90575	36.03375	23.77775
1872	31.15675	37.28275	25.03075
1873	31.21675	37.37475	25.05875
1874	31.51675	37.70175	25.33075
1875	31.73375	37.87975	25.58775
1876	30.74775	36.91375	24.58175
1877	31.26975	37.40875	25.13075
1878	29.02275	35.16275	22.88375
1879	27.65775	33.81775	21.49775
1880	28.80675	34.98275	22.63175
1881	28.85975	35.01975	22.70075
1882	29.87575	36.02175	23.73075
1883	30.02975	36.16175	23.89775
1884	30.38775	36.54675	24.22775
1885	29.70675	35.88675	23.52575
1886	28.53675	34.70475	22.36975
1887	27.03375	33.17875	20.88775
1888	26.14775	32.27475	20.02075
1889	24.71575	30.88075	18.55175
1890	23.84575	29.99975	17.69175
1891	21.98875	28.14575	15.83075
1892	20.49975	26.64375	14.35575
1893	16.76775	22.95275	10.58175
1894	11.29975	17.50075	5.09775
1895	6.85975	13.05375	0.66475
1896	2.25675	8.43275	-3.91825
1897	-1.72425	4.49075	-7.94025
1898	-4.60725	1.56175	-10.77625
1899	-5.24625	0.91075	-11.40425
1900	-3.88825	2.24575	-10.02125
1901	-3.09125	3.07475	-9.25825
1902	0.68975	6.84175	-5.46225
1903	2.74175	8.89075	-3.40725
1904	4.54775	10.73575	-1.64025
1905	6.01375	12.18275	-0.15625
1906	6.14975	12.30675	-0.00625
1907	5.88975	12.04675	-0.26725
1908	3.62675	9.78975	-2.53625
1909	2.51975	8.68775	-3.64725
1910	-1.40325	4.79375	-7.60025
1911	-2.85825	3.28775	-9.00425
1912	-3.97025	2.19475	-10.13525
1913	-1.75025	4.45675	-7.95725
1914	1.88475	8.10575	-4.33525
1915	7.59175	13.85575	1.32875
1916	13.81575	20.10875	7.52275
1917	19.07475	25.35975	12.78975
1918	22.37475	28.65275	16.09575
1919	24.43575	30.65775	18.21275
1920	26.03775	32.20875	19.86675
1921	27.35975	33.51575	21.20375
1922	28.29075	34.47175	22.10975
1923	29.58675	35.77375	23.39975
1924	30.31475	36.50275	24.12775
1925	31.82375	37.99475	25.65275
1926	31.95075	38.10075	25.79975
1927	31.85375	38.03575	25.67075
1928	30.49575	36.69675	24.29475
1929	32.11475	38.29475	25.93475
1930	33.61475	39.76875	27.46175
1931	32.14875	38.33375	25.96375
1932	32.64275	38.79675	26.48875
1933	32.38475	38.55875	26.21075
1934	32.38075	38.55375	26.20875
1935	32.01375	38.14475	25.88375
1936	31.73875	37.91275	25.56475
1937	33.53575	39.71275	27.35875
1938	33.77075	39.94475	27.59575
1939	33.38875	39.54975	27.22675
1940	29.93775	36.11475	23.76075
1941	25.72075	31.88375	19.55775
1942	21.29075	27.45175	15.13075
1943	15.14475	21.34275	8.94775
1944	10.17375	16.42975	3.91775
1945	6.00075	12.27175	-0.27125
1946	0.69875	7.02875	-5.63125
1947	-5.91325	0.40575	-12.23225
1948	-11.65025	-5.38525	-17.91425
1949	-20.31825	-14.02425	-26.61325
1950	-25.61825	-19.36025	-31.87625
1951	-26.01125	-19.76325	-32.25925
1952	-17.77325	-11.57025	-23.97525
1953	-7.60425	-1.39625	-13.81325
1954	1.74475	7.98875	-4.49825
1955	8.27875	14.52375	2.03275
1956	14.73475	20.89275	8.57675
1957	15.92275	22.05775	9.78775
1958	15.07275	21.23575	8.90975
1959	16.91275	23.04875	10.77675
1960	16.56075	22.70175	10.42075
1961	20.63075	26.77475	14.48575
1962	22.41775	28.58675	16.24875
1963	29.90475	36.06675	23.74275
1964	32.20975	38.42575	25.99375
1965	35.10875	41.26775	28.95075
1966	35.74975	41.91875	29.57975
1967	37.05375	43.20075	30.90675
1968	37.35975	43.52775	31.19275
1969	36.59375	42.81975	30.36875
1970	34.46175	40.64175	28.28175
1971	34.18975	40.36275	28.01575
1972	32.40775	38.58375	26.23275
1973	31.68475	37.80775	25.56275
1974	32.10675	38.26675	25.94575
1975	30.86275	37.06675	24.65875
1976	27.22075	33.37175	21.06975
1977	20.22975	26.41575	14.04275
1978	10.20575	16.43175	3.97975
1979	-1.66625	4.68375	-8.01625
1980	-9.09825	-2.78025	-15.41725
1981	-15.22525	-8.95025	-21.50025
1982	-16.02425	-9.82725	-22.22125
1983	-14.27825	-8.09525	-20.46025
1984	-9.47925	-3.33225	-15.62625
1985	-5.33225	0.85675	-11.52025
1986	-1.49525	4.68275	-7.67425
1987	4.12375	10.31475	-2.06725
1988	11.92875	18.14875	5.70975
1989	18.21875	24.43175	12.00575
1990	25.94375	32.14175	19.74575
1991	31.73875	37.89375	25.58275
1992	28.84775	35.01075	22.68475
1993	25.64175	31.84775	19.43675
1994	17.06475	23.28775	10.84175
1995	7.78775	14.03675	1.53875
1996	5.08275	11.24575	-1.08125
1997	4.60675	10.77975	-1.56625
1998	10.00175	16.17975	3.82475
1999	15.81175	21.95875	9.66575
2000	19.29475	25.46275	13.12675
2001	21.15975	27.30975	15.00975
2002	22.31575	28.47175	16.15875
2003	23.39675	29.56575	17.22675
2004	27.20175	33.39575	21.00675
2005	29.31275	35.48675	23.13775
2006	29.43275	35.61075	23.25475
2007	30.58575	36.73875	24.43175
2008	31.02175	37.16775	24.87475
2009	31.37575	37.51475	25.23575
2010	31.55475	37.68775	25.42175
2011	31.78375	37.92075	25.64575
2012	32.27675	38.42375	26.12975
2013	32.61475	38.76675	26.46175
2014	33.13775	39.30275	26.97175
2015	33.62775	39.80175	27.45375
2016	33.90875	40.09875	27.71775
2017	34.20375	40.41275	27.99475
2018	33.67075	39.90675	27.43575
2019	33.58775	39.80875	27.36775
2020	32.76575	38.94775	26.58475
2021	29.00875	35.20075	22.81675
2022	25.90075	32.03975	19.76175
2023	23.38575	29.50375	17.26675
2024	19.51975	25.66275	13.37575
2025	18.78275	24.90475	12.66075
2026	14.47875	20.61775	8.33975
2027	12.84575	18.99675	6.69475
2028	10.17575	16.33275	4.01975
2029	8.23675	14.35875	2.11375
2030	8.25075	14.38075	2.11975
2031	8.07975	14.23575	1.92375
2032	9.44975	15.62275	3.27675
2033	8.82875	15.02175	2.63575
2034	8.56875	14.74775	2.38975
2035	3.10975	9.33475	-3.11525
2036	0.30575	6.48575	-5.87425
2037	-7.58925	-1.39025	-13.78825
2038	-10.48925	-4.28325	-16.69425
2039	-9.90525	-3.75925	-16.05125
2040	-9.11425	-2.95525	-15.27325
2041	-4.95725	1.18275	-11.09725
2042	-0.10725	6.05975	-6.27425
2043	5.63975	11.82075	-0.54225
2044	7.47975	13.64575	1.31375
2045	8.46675	14.61275	2.31975
2046	8.18875	14.35275	2.02475
2047	6.86875	13.06675	0.67075
2048	3.96475	10.16975	-2.24025
2049	3.08075	9.27575	-3.11425
2050	2.92775	9.09675	-3.24125
2051	5.09375	11.21775	-1.03125
2052	6.78975	12.94575	0.63375
2053	7.19975	13.33375	1.06475
2054	6.67075	12.83375	0.50775
2055	5.38375	11.54875	-0.78125
2056	5.67075	11.81575	-0.47325
2057	6.46075	12.60975	0.31275
2058	9.25875	15.38275	3.13375
2059	13.17575	19.36975	6.98175
2060	15.96775	22.18275	9.75375
2061	20.01575	26.20575	13.82575
2062	23.07675	29.25275	16.90075
2063	23.18975	29.37275	17.00675
2064	21.61875	27.79175	15.44675
2065	15.85175	22.01975	9.68275
2066	11.26475	17.43375	5.09575
2067	7.33175	13.54075	1.12275
2068	5.05975	11.24675	-1.12625
2069	2.97175	9.17775	-3.23425
2070	1.74675	7.90875	-4.41425
2071	-2.42625	3.76375	-8.61625
2072	-8.54125	-2.29625	-14.78625
2073	-19.48225	-13.21125	-25.75425
2074	-31.46925	-25.08525	-37.85325
2075	-35.17025	-28.74425	-41.59625
2076	-30.14825	-23.75125	-36.54425
2077	-15.58425	-9.17025	-21.99925
2078	-2.73625	3.55375	-9.02625
2079	2.81175	9.00075	-3.37625
2080	1.51275	7.68275	-4.65825
2081	0.62175	6.79375	-5.55125
2082	0.80075	6.97475	-5.37325
2083	4.70075	10.87875	-1.47725
2084	10.97975	17.17375	4.78575
2085	20.35375	26.49275	14.21375
2086	22.15275	28.33475	15.97175
2087	24.20775	30.36075	18.05575
2088	24.78475	30.93875	18.63175
2089	25.59175	31.73975	19.44375
2090	23.07975	29.27275	16.88675
2091	19.01575	25.21175	12.81975
2092	15.17175	21.33175	9.01075
2093	11.73475	17.88075	5.58875
2094	8.23375	14.37975	2.08675
2095	4.79975	10.95275	-1.35225
2096	0.49375	6.69675	-5.70825
2097	-2.85425	3.37275	-9.08225
2098	-5.72825	0.42275	-11.87925
2099	-9.55225	-3.37425	-15.73025
2100	-11.42225	-5.25025	-17.59525
2101	-11.19225	-5.01225	-17.37225
2102	-8.83825	-2.63725	-15.04025
2103	-2.36725	3.78775	-8.52225
2104	2.16475	8.33675	-4.00625
2105	6.00875	12.21675	-0.19925
2106	11.39075	17.51575	5.26475
2107	12.44275	18.58175	6.30475
2108	12.96475	19.14875	6.78175
2109	15.84475	21.98875	9.69975
2110	14.41275	20.60075	8.22475
2111	9.18775	15.40175	2.97375
2112	2.61075	8.85275	-3.63125
2113	-3.90525	2.33575	-10.14525
2114	-12.00625	-5.64125	-18.37125
2115	-20.75125	-14.27425	-27.22825
2116	-31.77725	-25.24925	-38.30525
2117	-40.07825	-33.61125	-46.54525
2118	-46.55025	-40.29325	-52.80825
2119	-46.39925	-40.18825	-52.61025
2120	-43.80525	-37.60225	-50.00825
2121	-36.26825	-30.07425	-42.46325
2122	-28.05125	-21.81025	-34.29325
2123	-21.05525	-14.79425	-27.31525
2124	-11.74225	-5.54825	-17.93625
2125	-5.20125	0.99675	-11.39925
2126	-0.07125	6.20075	-6.34325
2127	9.07075	15.30875	2.83175
2128	16.84275	23.04875	10.63675
2129	20.25275	26.50775	13.99875
2130	22.41075	28.66375	16.15875
2131	23.13275	29.35375	16.91275
2132	23.02975	29.23675	16.82375
2133	23.08375	29.27175	16.89575
2134	23.58075	29.75475	17.40575
2135	23.52875	29.70075	17.35775
2136	23.62775	29.79475	17.46175
2137	24.41475	30.57175	18.25775
2138	24.89375	31.06475	18.72275
2139	25.26275	31.46075	19.06375
2140	25.77075	31.98075	19.56175
2141	25.34675	31.59675	19.09675
2142	25.15575	31.41575	18.89575
2143	23.58175	29.84375	17.31875
2144	19.92675	26.16275	13.68975
2145	12.27175	18.49675	6.04675
2146	-1.27325	5.04775	-7.59525
2147	-15.76125	-9.33825	-22.18325
2148	-32.26425	-25.84025	-38.68825
2149	-50.10025	-43.60725	-56.59325
2150	-65.78025	-59.35025	-72.20925
2151	-73.29225	-67.02325	-79.56125
2152	-78.06325	-71.79425	-84.33225
2153	-77.86325	-71.63125	-84.09425
2154	-74.76025	-68.57625	-80.94425
2155	-72.74925	-66.58125	-78.91625
2156	-71.52825	-65.33525	-77.72225
2157	-67.51525	-61.30225	-73.72825
2158	-59.67225	-53.34725	-65.99825
2159	-48.72625	-42.48325	-54.96825
2160	-37.79625	-31.50525	-44.08625
2161	-23.18525	-16.88025	-29.49025
2162	-7.64625	-1.42325	-13.86825
2163	2.51075	8.72675	-3.70625
2164	9.61875	15.80875	3.42775
2165	18.87675	25.08775	12.66475
2166	25.25275	31.40575	19.09975
2167	28.57075	34.72475	22.41675
2168	31.67475	37.81175	25.53675
2169	33.65175	39.79375	27.51075
2170	31.73575	37.92575	25.54575
2171	31.99175	38.13875	25.84375
2172	30.70075	36.86875	24.53175
2173	27.39775	33.59375	21.20275
2174	24.62675	30.80975	18.44375
2175	21.78775	27.95275	15.62375
2176	18.27275	24.42475	12.12075
2177	14.89575	21.03475	8.75775
2178	11.65275	17.79375	5.51075
2179	8.36075	14.51175	2.20975
2180	5.28775	11.43075	-0.85525
2181	2.18275	8.32775	-3.96225
2182	-0.71025	5.44075	-6.86225
2183	-3.81325	2.33975	-9.96625
2184	-7.15425	-0.99225	-13.31625
2185	-10.04625	-3.86425	-16.22825
2186	-13.08325	-6.88825	-19.27925
2187	-15.51425	-9.31525	-21.71225
2188	-17.54425	-11.35625	-23.73225
2189	-17.99725	-11.81025	-24.18325
2190	-17.91625	-11.77625	-24.05625
2191	-19.19225	-13.01225	-25.37225
2192	-18.44325	-12.28425	-24.60325
2193	-15.95725	-9.78525	-22.13025
2194	-11.10025	-4.96025	-17.24125
2195	-8.03325	-1.87925	-14.18725
2196	-4.79525	1.37675	-10.96725
2197	-1.70225	4.49375	-7.89725
2198	0.10875	6.26975	-6.05325
2199	3.69475	9.89275	-2.50325
2200	9.24775	15.45075	3.04475
2201	14.81775	20.99575	8.63975
2202	18.56375	24.79975	12.32675
2203	21.56775	27.79375	15.34275
2204	23.87675	30.10075	17.65375
2205	27.11975	33.29975	20.93975
2206	30.39475	36.53475	24.25575
2207	32.95075	39.08175	26.82075
2208	35.23375	41.39075	29.07675
2209	37.35575	43.54675	31.16575
2210	40.06275	46.25775	33.86675
2211	42.36975	48.58275	36.15675
2212	43.08575	49.26575	36.90575
2213	42.35875	48.52275	36.19475
2214	41.27775	47.44475	35.11175
2215	37.94275	44.14375	31.74175
2216	37.10075	43.26075	30.94075
2217	37.12275	43.24775	30.99675
2218	36.80075	42.96375	30.63875
2219	37.48675	43.60675	31.36675
2220	37.22875	43.37775	31.07975
2221	40.57175	46.72375	34.41875
2222	39.79175	45.95575	33.62875
2223	38.34975	44.51575	32.18275
2224	37.25875	43.40475	31.11175
2225	35.07475	41.21075	28.93875
2226	33.28975	39.44375	27.13575
2227	31.47875	37.65775	25.29875
2228	29.60175	35.81875	23.38475
2229	27.90175	34.15575	21.64775
2230	25.88775	32.20075	19.57475
2231	23.26775	29.67775	16.85675
2232	20.33275	26.84775	13.81875
2233	16.63275	23.12875	10.13675
2234	8.54675	15.02175	2.07175
2235	0.74375	7.14375	-5.65525
2236	-10.19025	-3.78225	-16.59825
2237	-15.71925	-9.49025	-21.94725
2238	-16.03625	-9.88125	-22.19125
2239	-15.18425	-9.00025	-21.36725
2240	-11.81025	-5.65825	-17.96125
2241	-6.12625	0.03175	-12.28325
2242	-0.40925	5.76475	-6.58325
2243	4.82975	11.10675	-1.44825
2244	11.41975	17.67375	5.16475
2245	21.30375	27.53675	15.06975
2246	30.04975	36.24875	23.85075
2247	33.90875	40.11675	27.70075
2248	35.67775	41.89575	29.45975
2249	36.61675	42.79975	30.43475
2250	36.82775	42.99775	30.65775
2251	37.39775	43.55675	31.23875
2252	38.30275	44.44275	32.16275
2253	38.69075	44.83575	32.54575
2254	38.84175	44.99275	32.69175
2255	39.20975	45.35475	33.06575
2256	39.24675	45.39875	33.09375
2257	39.54475	45.69075	33.39975
2258	40.23075	46.37675	34.08475
2259	40.34875	46.50175	34.19675
2260	41.05175	47.19775	34.90675
2261	41.19675	47.34975	35.04375
2262	41.51975	47.68675	35.35275
2263	41.92375	48.09275	35.75475
2264	42.19975	48.37575	36.02375
2265	42.58175	48.76475	36.39775
2266	43.17575	49.36775	36.98375
2267	43.52175	49.73675	37.30575
2268	44.43475	50.66275	38.20575
2269	44.63575	50.85575	38.41475
2270	44.93375	51.16375	38.70475
2271	45.52775	51.73175	39.32375
2272	44.14775	50.35875	37.93575
2273	43.15075	49.32275	36.97975
2274	42.73775	48.87575	36.59975
2275	39.24975	45.38875	33.11075
2276	36.32375	42.46775	30.17875
2277	32.73475	38.91875	26.55075
2278	29.30275	35.47575	23.12875
2279	22.94975	29.13975	16.76075
2280	19.05875	25.21175	12.90675
2281	15.87675	22.02475	9.72875
2282	12.05075	18.23275	5.86875
