C: Wang et al. stack probabilistic analysis Med RSL chronology (ky)
D: Wang et al. stack probabilistic analysis Med RSL MEDIAN (m; shifted so mean of last three ky =0)
E: Wang et al. stack probabilistic analysis Med RSL upper bound 95% probability interval for the median (~equivalent to 2se)
F: Wang et al. stack probabilistic analysis Med RSL lower bound 95% probability interval for the median (~equivalent to 2se)

t Wang Med RSL	MEDIAN	MEDIAN_t95%	 MEDIAN_b95%
4565	18.23075	24.37775	12.08275
4566	19.87275	25.99975	13.74675
4567	19.51875	25.71075	13.32675
4568	22.43275	28.57975	16.28675
4569	23.32975	29.48975	17.16975
4570	29.43775	35.61175	23.26475
4571	33.44075	39.63075	27.24975
4572	38.47875	44.65675	32.30175
4573	43.87175	50.05875	37.68475
4574	47.35075	53.49575	41.20475
4575	48.12875	54.30375	41.95475
4576	48.63175	54.81475	42.44875
4577	50.53575	56.66775	44.40275
4578	48.32375	54.49675	42.15175
4579	44.32875	50.50575	38.15175
4580	39.69775	45.87975	33.51475
4581	34.41975	40.65275	28.18675
4582	31.24375	37.39075	25.09675
4583	27.59275	33.72875	21.45775
4584	25.64075	31.80975	19.47075
4585	25.14175	31.30775	18.97675
4586	28.41275	34.61875	22.20775
4587	33.42175	39.59475	27.24875
4588	37.69075	43.87575	31.50475
4589	42.20375	48.42175	35.98575
4590	45.61075	51.80375	39.41775
4591	47.24875	53.42575	41.07175
4592	47.31475	53.46375	41.16675
4593	47.38475	53.51375	41.25475
4594	47.37475	53.49975	41.24875
4595	47.42975	53.55275	41.30675
4596	47.73875	53.86975	41.60875
4597	47.91475	54.07675	41.75275
4598	48.23775	54.41975	42.05575
4599	48.75475	54.93975	42.57075
4600	48.32375	54.50175	42.14575
4601	45.28775	51.46675	39.10875
4602	39.53775	45.74675	33.32875
4603	35.77975	41.93475	29.62475
4604	32.27075	38.43275	26.10875
4605	30.82575	37.01175	24.63875
4606	28.57375	34.70575	22.44075
4607	29.54975	35.68575	23.41475
4608	29.33375	35.47875	23.18875
4609	30.78675	36.92075	24.65375
4610	28.83075	35.01575	22.64675
4611	28.07575	34.24675	21.90475
4612	29.14075	35.30675	22.97375
4613	29.75175	35.89275	23.60975
4614	29.75575	35.88375	23.62775
4615	28.36275	34.55775	22.16775
4616	30.66275	36.85375	24.47175
4617	33.50975	39.69075	27.32975
4618	37.69675	43.83175	31.56175
4619	40.05575	46.25375	33.85875
4620	43.19575	49.41275	36.97875
4621	44.60275	50.78875	38.41575
4622	43.86675	50.06875	37.66575
4623	42.37375	48.52775	36.22075
4624	38.15775	44.34675	31.96875
4625	36.39975	42.54075	30.25875
4626	36.08475	42.24475	29.92375
4627	35.96075	42.12275	29.79875
4628	37.50075	43.69975	31.30175
4629	40.52275	46.70175	34.34375
4630	42.02575	48.21875	35.83275
4631	43.41475	49.54375	37.28675
4632	42.63275	48.80575	36.45875
4633	40.36975	46.54575	34.19475
4634	36.45275	42.62475	30.28075
4635	32.27375	38.46475	26.08375
4636	28.02475	34.22375	21.82575
4637	27.48675	33.64675	21.32675
4638	29.06975	35.22775	22.91275
4639	31.85175	38.03175	25.67175
4640	39.64975	45.80675	33.49275
4641	43.41175	49.60175	37.22175
4642	47.27575	53.46775	41.08375
4643	48.76275	54.94575	42.57975
4644	49.37775	55.53075	43.22475
4645	48.11275	54.27575	41.94975
4646	45.62275	51.79975	39.44675
4647	40.50375	46.70275	34.30575
4648	37.20075	43.36675	31.03375
4649	30.87375	37.06675	24.68075
4650	28.10675	34.26575	21.94675
4651	27.40975	33.56075	21.25975
4652	25.96875	32.12175	19.81575
4653	27.87675	34.00875	21.74575
4654	30.08275	36.21275	23.95275
4655	32.08275	38.22475	25.93975
4656	33.89375	40.03275	27.75475
4657	34.81975	40.96475	28.67375
4658	36.90175	43.04975	30.75375
4659	34.18075	40.37675	27.98475
4660	31.77775	37.95575	25.59875
4661	30.33275	36.50775	24.15775
4662	29.19275	35.33675	23.04875
4663	30.92275	37.05475	24.79075
4664	34.56375	40.72775	28.40075
4665	37.63475	43.78875	31.48075
4666	40.33975	46.47275	34.20575
4667	42.46175	48.61775	36.30575
4668	44.87275	51.06575	38.68075
4669	44.67375	50.91175	38.43475
4670	45.03975	51.24575	38.83375
4671	39.33775	45.55575	33.12075
4672	33.26075	39.46875	27.05375
4673	28.11175	34.31175	21.91275
4674	24.82675	30.96975	18.68275
4675	24.11175	30.28375	17.93975
4676	23.22675	29.39175	17.06075
4677	22.42475	28.57475	16.27575
4678	24.17475	30.29875	18.04975
4679	26.50975	32.67575	20.34475
4680	29.59075	35.74375	23.43775
4681	31.95575	38.09875	25.81275
4682	37.17875	43.34375	31.01475
4683	41.00075	47.18575	34.81575
4684	44.47575	50.67575	38.27675
4685	48.96675	55.12875	42.80575
4686	49.47975	55.65475	43.30375
4687	49.72575	55.89075	43.56075
4688	49.33075	55.47275	43.18975
4689	47.77375	53.96175	41.58475
4690	46.49675	52.72075	40.27375
4691	44.63775	50.86275	38.41175
4692	41.27575	47.46075	35.09175
4693	36.98575	43.18075	30.79175
4694	33.04675	39.21075	26.88275
4695	33.35575	39.48275	27.22875
4696	31.10875	37.25675	24.96075
4697	33.05175	39.20575	26.89875
4698	32.48575	38.64875	26.32375
4699	35.66275	41.81975	29.50675
4700	38.55175	44.72375	32.37975
4701	40.48775	46.63975	34.33575
4702	43.75975	49.92375	37.59675
4703	45.35075	51.56375	39.13875
4704	49.84275	55.99575	43.69075
4705	51.30775	57.48575	45.12975
4706	52.05975	58.26875	45.85075
4707	52.86375	59.04575	46.68175
4708	52.83275	58.99875	46.66575
4709	53.52875	59.67475	47.38275
4710	53.79375	59.93975	47.64875
4711	53.79675	59.94275	47.65075
4712	53.72175	59.89075	47.55275
4713	53.68775	59.88175	47.49375
4714	53.26675	59.46875	47.06475
4715	52.14475	58.35275	45.93675
4716	51.63375	57.82575	45.44175
4717	49.17875	55.33775	43.01975
4718	45.38575	51.58875	39.18275
4719	42.40875	48.52375	36.29275
4720	40.49375	46.63575	34.35275
4721	39.43375	45.58675	33.28075
4722	38.47675	44.67875	32.27375
4723	38.96275	45.12575	32.79975
4724	41.68075	47.84575	35.51575
4725	44.96975	51.11675	38.82275
4726	47.23375	53.38475	41.08175
4727	49.48375	55.65175	43.31675
4728	51.41375	57.59175	45.23675
4729	52.00475	58.16375	45.84475
4730	51.91775	58.08575	45.74975
4731	54.10475	60.25775	47.95075
4732	55.53075	61.68175	49.37975
4733	55.12775	61.32275	48.93275
4734	56.01075	62.17375	49.84675
4735	54.56475	60.75175	48.37675
4736	56.52375	62.67175	50.37575
4737	57.12775	63.25375	51.00175
4738	57.12075	63.22675	51.01575
4739	57.32775	63.45375	51.20275
4740	57.59375	63.72675	51.45975
4741	58.03475	64.17675	51.89175
4742	58.00475	64.18275	51.82675
4743	58.69575	64.87375	52.51775
4744	58.53675	64.69775	52.37675
4745	57.26675	63.42475	51.10875
4746	56.67375	62.87875	50.46775
4747	56.49175	62.65075	50.33275
4748	56.41475	62.58275	50.24675
4749	54.39675	60.55175	48.24175
4750	53.79675	59.94975	47.64375
4751	56.40875	62.56175	50.25675
4752	55.67775	61.85875	49.49675
4753	55.62475	61.83675	49.41275
4754	55.33575	61.52575	49.14675
4755	54.44875	60.63575	48.26275
4756	54.21375	60.35475	48.07375
4757	53.94775	60.09375	47.80075
4758	53.43675	59.60975	47.26375
4759	53.35075	59.53375	47.16675
4760	52.34975	58.57275	46.12675
4761	52.17975	58.39775	45.96075
4762	51.18375	57.37375	44.99375
4763	50.59775	56.77275	44.42275
4764	46.37875	52.53975	40.21775
4765	42.65675	48.79675	36.51575
4766	40.72075	46.85475	34.58675
4767	37.90575	44.08575	31.72675
4768	36.41475	42.57575	30.25375
4769	35.99375	42.14675	29.84075
4770	35.76675	41.95675	29.57775
4771	36.84875	42.98675	30.71075
4772	39.06775	45.25275	32.88275
4773	43.33375	49.52775	37.13975
4774	47.89175	54.07375	41.71075
4775	53.66375	59.83275	47.49475
4776	57.05275	63.24975	50.85575
4777	60.33275	66.55975	54.10675
4778	61.87475	68.08575	55.66475
4779	62.40475	68.56675	56.24275
4780	61.38075	67.54175	55.21975
4781	61.09875	67.27575	54.92275
4782	59.40775	65.59675	53.21875
4783	58.68875	64.85975	52.51775
4784	54.92275	61.09975	48.74575
4785	53.33475	59.49275	47.17675
4786	52.93475	59.08075	46.78975
4787	53.10075	59.22575	46.97575
4788	54.12275	60.29275	47.95275
4789	57.10175	63.27775	50.92475
4790	57.46375	63.62275	51.30375
4791	58.42175	64.57275	52.27075
4792	58.68875	64.81775	52.55975
4793	58.72675	64.85075	52.60275
4794	59.22575	65.34275	53.10875
4795	59.20075	65.33875	53.06275
4796	60.08675	66.24175	53.93175
4797	60.56375	66.73975	54.38875
4798	61.12775	67.31475	54.93975
4799	61.01575	67.21675	54.81375
4800	61.15375	67.33975	54.96775
4801	60.93975	67.10175	54.77675
4802	60.10775	66.23975	53.97675
4803	58.13775	64.30875	51.96675
4804	57.22575	63.35975	51.09075
4805	57.24275	63.37675	51.10975
4806	54.56375	60.71475	48.41375
4807	53.17275	59.32975	47.01575
4808	52.17375	58.35275	45.99575
4809	51.74075	57.90875	45.57275
4810	51.22075	57.37475	45.06575
4811	51.13275	57.27675	44.98875
4812	52.02775	58.16875	45.88775
4813	49.50175	55.67075	43.33275
4814	51.33775	57.48575	45.19075
4815	53.30775	59.46475	47.15075
4816	55.20075	61.39475	49.00575
4817	58.05475	64.23575	51.87375
4818	58.99075	65.16375	52.81775
4819	61.00775	67.18175	54.83375
4820	61.80475	67.95975	55.64875
4821	62.33475	68.50575	56.16375
4822	63.02175	69.19675	56.84675
4823	63.55575	69.71775	57.39275
4824	62.88575	69.02675	56.74575
4825	62.27975	68.43075	56.12875
4826	62.02275	68.18175	55.86475
4827	60.77575	66.94875	54.60175
4828	59.91675	66.08875	53.74475
4829	59.08475	65.20475	52.96475
4830	57.00175	63.17075	50.83275
4831	56.10075	62.27275	49.92875
4832	55.50675	61.66375	49.35075
4833	54.03675	60.18475	47.88775
4834	49.93275	56.10575	43.76075
4835	50.51775	56.63175	44.40475
4836	48.97375	55.14675	42.79975
4837	44.75475	50.92475	38.58475
4838	42.82075	48.99475	36.64675
4839	41.30675	47.47175	35.14175
4840	39.52875	45.67675	33.38075
4841	35.61675	41.80475	29.42875
4842	32.25475	38.42275	26.08775
4843	26.35775	32.52275	20.19175
4844	22.23275	28.41775	16.04775
4845	19.74975	25.90875	13.59075
4846	17.20175	23.31775	11.08475
4847	15.17475	21.31575	9.03475
4848	16.85575	23.02175	10.68975
4849	21.10675	27.28775	14.92675
4850	25.94775	32.11975	19.77475
4851	29.99175	36.19375	23.78975
4852	35.19575	41.38175	29.01075
4853	39.92175	46.12575	33.71775
4854	44.75175	50.92375	38.57975
4855	47.74275	53.89675	41.58975
4856	51.09675	57.32675	44.86775
4857	55.69475	61.86475	49.52375
4858	56.72975	62.94075	50.51875
4859	56.19075	62.42475	49.95775
4860	56.05175	62.29775	49.80475
4861	56.28575	62.52375	50.04775
4862	55.86375	62.08575	49.64275
4863	55.61375	61.81375	49.41475
4864	55.71075	61.91475	49.50775
4865	56.14775	62.34175	49.95375
4866	55.96475	62.15875	49.76975
4867	56.04775	62.23575	49.86075
4868	56.46575	62.64675	50.28475
4869	56.62875	62.79675	50.46075
4870	56.79175	62.94575	50.63775
4871	57.03075	63.19275	50.86775
4872	57.10275	63.26275	50.94275
4873	57.46175	63.62375	51.29875
4874	57.25675	63.44475	51.06875
4875	57.16275	63.36175	50.96375
4876	57.43975	63.64175	51.23875
4877	57.24175	63.46775	51.01475
4878	57.26575	63.51475	51.01575
4879	57.18375	63.44675	50.92075
4880	57.21675	63.46375	50.96975
4881	57.46475	63.69775	51.23275
4882	56.04275	62.29275	49.79175
4883	54.89675	61.06775	48.72575
4884	51.54075	57.69375	45.38875
4885	49.44575	55.64075	43.25075
4886	48.84575	54.98675	42.70375
4887	47.86675	53.97675	41.75675
4888	46.03375	52.20875	39.85775
4889	45.73975	51.92475	39.55475
4890	46.41475	52.54775	40.28075
4891	47.34775	53.50575	41.18875
4892	47.36275	53.53975	41.18675
4893	47.98675	54.13175	41.84175
4894	47.91175	54.08575	41.73875
4895	50.17375	56.34675	44.00175
4896	49.40775	55.58675	43.22975
4897	51.48675	57.64675	45.32775
4898	51.71875	57.90575	45.53175
4899	51.78075	57.96375	45.59675
4900	53.27475	59.42475	47.12475
4901	55.57475	61.73375	49.41575
4902	57.35375	63.53975	51.16875
4903	57.59375	63.74675	51.43975
4904	57.27175	63.45475	51.08775
4905	56.25775	62.41975	50.09575
4906	55.12975	61.26175	48.99875
4907	52.72475	58.90075	46.54875
4908	52.15475	58.32075	45.98775
4909	51.44975	57.65175	45.24775
4910	53.20775	59.36875	47.04775
4911	54.27175	60.44275	48.10175
4912	56.98175	63.17575	50.78775
4913	57.99175	64.16575	51.81875
4914	59.88775	66.04375	53.73175
4915	60.51675	66.71375	54.31975
4916	59.78075	65.99975	53.56175
4917	59.86975	66.11475	53.62475
4918	60.92175	67.12375	54.71875
4919	61.18175	67.37975	54.98375
4920	61.44175	67.61875	55.26475
4921	61.38075	67.54475	55.21675
4922	61.42175	67.57775	55.26475
4923	61.84575	67.98875	55.70375
4924	61.88775	68.02075	55.75475
4925	62.17175	68.29175	56.05175
4926	62.25175	68.36775	56.13575
4927	63.00975	69.10875	56.90975
4928	62.76175	68.86375	56.65975
4929	62.74075	68.85475	56.62575
4930	63.05775	69.17575	56.93975
4931	63.00375	69.13575	56.87275
4932	63.32675	69.46375	57.18875
4933	63.22975	69.38375	57.07575
4934	62.88875	69.06875	56.70975
4935	62.81875	69.02675	56.61175
4936	63.14175	69.36575	56.91875
4937	63.49575	69.73875	57.25275
4938	63.23375	69.46375	57.00475
4939	62.73575	68.97675	56.49375
4940	60.65175	66.85575	54.44875
4941	60.09875	66.29075	53.90675
4942	59.56475	65.73275	53.39575
4943	60.15875	66.31675	53.99975
4944	63.20475	69.37275	57.03775
4945	66.60375	72.79175	60.41675
4946	65.28275	71.50975	59.05575
4947	67.66975	73.88775	61.45175
4948	66.84275	73.06175	60.62375
4949	66.80575	72.96375	60.64775
4950	66.79075	72.92375	60.65775
4951	66.83075	72.97175	60.68975
4952	65.74275	71.87875	59.60675
4953	66.06275	72.17575	59.94975
4954	65.68475	71.80475	59.56375
4955	64.66275	70.80675	58.51775
4956	63.71975	69.89775	57.54075
4957	63.30275	69.46875	57.13675
4958	61.33775	67.49675	55.17975
4959	62.97475	69.14875	56.80075
4960	62.71775	68.92475	56.50975
4961	62.67475	68.86675	56.48275
4962	63.37175	69.54575	57.19675
4963	63.31775	69.47375	57.16175
4964	63.02675	69.17075	56.88275
4965	62.81475	68.96275	56.66675
4966	63.23675	69.37175	57.10075
4967	63.55675	69.71875	57.39375
4968	63.06175	69.26475	56.85775
4969	62.18175	68.42775	55.93575
4970	60.46175	66.70275	54.21975
4971	58.39875	64.57075	52.22675
4972	53.49475	59.66375	47.32575
4973	47.83075	54.01475	41.64675
4974	42.11875	48.31975	35.91775
4975	41.67175	47.85575	35.48775
4976	41.81675	47.97875	35.65375
4977	43.43475	49.57275	37.29775
4978	45.98375	52.13675	39.83175
4979	49.44475	55.61375	43.27475
4980	52.05775	58.23375	45.88275
4981	55.05675	61.26975	48.84375
4982	58.42575	64.58275	52.26975
4983	61.77375	67.95075	55.59675
4984	62.10475	68.30275	55.90675
4985	64.32875	70.51075	58.14575
4986	65.87575	72.02075	59.73075
4987	65.87475	72.03375	59.71475
4988	65.17675	71.36275	58.99075
4989	64.69575	70.87675	58.51575
4990	64.64875	70.81575	58.48275
4991	64.68575	70.83975	58.53175
4992	64.07475	70.23875	57.91175
4993	64.61775	70.75575	58.47975
4994	64.71475	70.85275	58.57675
4995	64.70675	70.84675	58.56775
4996	64.45075	70.60075	58.30175
4997	64.75675	70.89675	58.61675
4998	64.57475	70.72175	58.42775
4999	64.33875	70.50975	58.16875
5000	64.31875	70.49575	58.14075
5001	64.91775	71.09975	58.73575
5002	65.28775	71.47975	59.09575
5003	64.09475	70.27775	57.91275
5004	60.41675	66.63575	54.19775
5005	58.08575	64.27075	51.90075
5006	54.30175	60.47575	48.12875
5007	50.29675	56.47375	44.11975
5008	46.01075	52.17775	39.84375
5009	41.25775	47.42975	35.08475
5010	38.55575	44.73175	32.37975
5011	36.45575	42.64675	30.26375
5012	35.61575	41.78375	29.44775
5013	36.58275	42.76475	30.39975
5014	37.65975	43.85875	31.46075
5015	41.14775	47.28975	35.00575
5016	44.12975	50.31675	37.94275
5017	46.95675	53.11775	40.79575
5018	50.73275	56.85275	44.61375
5019	50.23875	56.38575	44.09275
5020	51.99275	58.19975	45.78675
5021	55.11075	61.24075	48.98075
5022	55.16075	61.36875	48.95275
5023	56.54975	62.74575	50.35275
5024	59.12175	65.30575	52.93775
5025	60.02875	66.27975	53.77775
5026	61.49875	67.72075	55.27775
5027	61.91075	68.09975	55.72175
5028	61.40075	67.58075	55.22075
5029	61.16075	67.35075	54.97175
5030	61.47175	67.63075	55.31175
5031	60.92075	67.08475	54.75675
5032	61.15075	67.32475	54.97775
5033	61.40475	67.58475	55.22475
5034	60.87775	67.06075	54.69575
5035	60.58475	66.77175	54.39775
5036	60.90075	67.06675	54.73575
5037	61.28675	67.43775	55.13575
5038	60.92075	67.07475	54.76675
5039	61.03875	67.19075	54.88675
5040	60.56375	66.74375	54.38375
5041	60.68675	66.87675	54.49575
5042	60.28975	66.48275	54.09575
5043	58.65875	64.82475	52.49275
5044	56.68275	62.86675	50.49875
5045	53.24075	59.40675	47.07475
5046	47.67275	53.85475	41.49075
5047	42.61975	48.76575	36.47475
5048	38.98675	45.13775	32.83575
5049	34.74875	40.96075	28.53775
5050	30.55775	36.71675	24.39875
5051	24.93075	31.11075	18.74975
5052	23.72275	29.88275	17.56275
5053	21.37875	27.54875	15.20775
5054	20.95975	27.13275	14.78675
5055	21.38475	27.53775	15.23175
5056	23.02975	29.16075	16.89775
5057	21.55775	27.68575	15.42975
5058	22.66675	28.82275	16.51075
5059	24.96575	31.10975	18.82175
5060	27.97175	34.11275	21.82975
5061	30.66975	36.85975	24.47975
5062	34.93075	41.08075	28.77975
5063	39.13175	45.30275	32.96075
5064	41.60775	47.78275	35.43375
5065	42.30375	48.49375	36.11375
5066	44.91975	51.05675	38.78275
5067	47.02475	53.19075	40.85775
5068	50.39275	56.50875	44.27675
5069	53.97575	60.11975	47.83075
5070	55.03775	61.18375	48.89175
5071	55.49375	61.68275	49.30575
5072	55.34275	61.55075	49.13575
5073	55.57075	61.78175	49.36075
5074	56.43075	62.61975	50.24275
5075	55.98275	62.16875	49.79575
5076	56.12775	62.29575	49.95975
5077	56.47675	62.63075	50.32275
5078	57.03975	63.18675	50.89375
5079	57.19375	63.33575	51.05075
5080	57.42975	63.61275	51.24675
5081	57.42375	63.63675	51.21075
5082	57.50175	63.70475	51.29875
5083	57.32975	63.52875	51.13075
5084	57.21275	63.40475	51.01975
5085	57.39675	63.56475	51.22975
5086	57.21275	63.37875	51.04575
5087	57.46475	63.62275	51.30675
5088	57.16975	63.31675	51.02175
5089	56.69875	62.86275	50.53575
5090	56.89975	63.05375	50.74575
5091	56.58275	62.74775	50.41775
5092	56.87575	63.04975	50.70175
5093	56.86475	63.04675	50.68275
5094	56.75275	62.94775	50.55675
5095	56.47275	62.68575	50.25975
5096	55.88175	62.12975	49.63475
5097	55.73175	61.98675	49.47675
5098	56.00875	62.25975	49.75775
5099	56.07775	62.29375	49.86275
5100	55.30075	61.49175	49.10875
5101	53.34675	59.51575	47.17775
5102	50.59575	56.78475	44.40775
5103	48.84775	55.01275	42.68375
5104	45.27675	51.45175	39.10275
5105	44.12075	50.29275	37.94875
5106	43.66675	49.84675	37.48675
5107	44.50675	50.67075	38.34275
5108	46.02975	52.23275	39.82775
5109	50.28375	56.51375	44.05375
5110	53.00475	59.20875	46.79975
5111	55.67275	61.87075	49.47375
5112	56.87975	63.07675	50.68375
5113	58.06275	64.22775	51.89675
5114	58.82975	64.97975	52.67975
5115	60.09075	66.22675	53.95475
5116	60.51275	66.65375	54.37075
5117	61.70075	67.81775	55.58375
5118	63.82675	69.92975	57.72275
5119	65.04775	71.15975	58.93575
5120	65.82975	71.98675	59.67275
5121	66.83875	73.01575	60.66175
5122	67.96775	74.13575	61.80075
5123	68.65175	74.82975	62.47475
5124	66.83175	72.97775	60.68675
5125	67.12575	73.31575	60.93475
5126	67.12275	73.33375	60.91075
5127	67.17475	73.44275	60.90775
5128	66.31675	72.58675	60.04675
5129	66.30275	72.55075	60.05475
5130	66.72775	72.93175	60.52275
5131	66.76275	72.94275	60.58375
5132	67.17575	73.32175	61.02875
5133	67.39375	73.52875	61.25875
5134	67.59375	73.71775	61.46875
5135	67.42075	73.55375	61.28775
5136	67.24475	73.37775	61.11175
5137	66.68875	72.83775	60.54075
5138	66.30875	72.47075	60.14775
5139	66.62475	72.78975	60.46075
5140	66.61075	72.78075	60.44075
5141	66.37475	72.55575	60.19475
5142	66.11775	72.32875	59.90575
5143	65.93075	72.15375	59.70675
5144	65.99575	72.23675	59.75575
5145	66.37775	72.61175	60.14375
5146	67.34775	73.54375	61.15175
5147	67.97375	74.11975	61.82875
5148	67.72675	73.84875	61.60375
5149	67.09775	73.24075	60.95475
5150	66.95675	73.12375	60.78975
5151	67.41775	73.59575	61.23975
5152	67.31275	73.50575	61.12075
5153	68.03675	74.22575	61.84775
5154	69.08675	75.28575	62.88775
5155	69.47875	75.67475	63.28175
5156	69.08775	75.28575	62.88975
5157	68.73875	74.93475	62.54275
5158	68.05075	74.22175	61.87975
5159	66.92975	73.06975	60.78975
5160	66.18775	72.33075	60.04375
5161	65.25775	71.42675	59.08875
5162	64.68475	70.87575	58.49275
5163	63.29475	69.53075	57.05775
5164	63.16175	69.42175	56.90275
5165	63.85375	70.06775	57.63975
5166	62.73375	68.93275	56.53575
5167	62.13175	68.32575	55.93675
5168	62.17475	68.32675	56.02275
5169	60.95675	67.15375	54.75975
5170	62.10575	68.26275	55.94975
5171	63.95775	70.10275	57.81275
5172	64.35575	70.49575	58.21475
5173	66.63275	72.84275	60.42375
5174	67.37875	73.56775	61.18975
5175	68.38775	74.59675	62.17875
5176	68.94775	75.16275	62.73275
5177	69.07675	75.27475	62.87875
5178	68.79575	74.98475	62.60575
5179	68.31175	74.49575	62.12675
5180	68.24575	74.40575	62.08575
5181	67.93075	74.08275	61.77875
5182	67.95675	74.09575	61.81775
5183	67.80075	73.92275	61.67975
5184	67.83275	73.95375	61.71175
5185	67.85275	73.97075	61.73475
5186	67.91675	74.03975	61.79375
5187	67.20875	73.34475	61.07375
5188	67.24775	73.38775	61.10875
5189	67.36575	73.50975	61.22275
5190	67.01175	73.18275	60.84075
5191	66.77075	72.93975	60.60175
5192	66.57875	72.73675	60.41975
5193	65.00475	71.17775	58.83175
5194	63.93275	70.10075	57.76575
5195	62.40375	68.57775	56.22975
5196	65.72575	71.90575	59.54575
5197	66.84175	73.00675	60.67575
5198	69.23275	75.40375	63.06275
5199	69.44075	75.65475	63.22775
5200	70.02575	76.22575	63.82475
5201	66.64975	72.80675	60.49375
5202	63.11875	69.25675	56.98075
5203	57.41675	63.61175	51.22075
5204	53.71375	59.88675	47.53975
5205	48.58975	54.73075	42.44775
5206	43.57875	49.74875	37.40975
5207	39.19375	45.32275	33.06575
5208	35.27175	41.44875	29.09575
5209	34.96875	41.15075	28.78675
5210	34.04975	40.23975	27.85975
5211	36.85975	43.00075	30.71875
5212	39.58675	45.72875	33.44475
5213	38.67675	44.83075	32.52175
5214	40.91175	47.09275	34.72975
5215	43.74175	49.92075	37.56275
5216	44.89175	51.08175	38.70275
5217	45.71375	51.85775	39.57075
5218	48.24775	54.40075	42.09475
5219	49.51575	55.69175	43.33975
5220	51.66075	57.86775	45.45375
5221	53.52375	59.69175	47.35575
5222	55.90175	62.06575	49.73775
5223	56.99275	63.12575	50.85975
5224	55.68375	61.87575	49.49275
5225	56.90575	63.07075	50.74075
5226	58.11275	64.30375	51.92075
5227	59.21275	65.40075	53.02375
5228	58.36175	64.53275	52.18975
5229	58.09875	64.26675	51.93075
5230	59.47575	65.61375	53.33875
5231	58.43875	64.61075	52.26675
5232	59.33175	65.47075	53.19275
5233	60.87375	66.99875	54.74775
5234	61.42375	67.57275	55.27375
5235	60.68375	66.85575	54.51175
5236	62.72575	68.89475	56.55675
5237	62.29275	68.43475	56.14975
5238	61.74375	67.90775	55.57875
5239	61.66975	67.82475	55.51475
5240	61.71775	67.86675	55.56875
5241	60.96575	67.13375	54.79675
5242	60.11275	66.27675	53.94875
5243	59.64675	65.83075	53.46375
5244	57.29375	63.53175	51.05575
5245	56.49075	62.68975	50.29275
5246	56.12475	62.31975	49.92975
5247	55.56675	61.74475	49.38975
5248	53.99875	60.18675	47.80975
5249	54.28675	60.44375	48.12875
5250	53.70975	59.89075	47.52975
5251	54.58175	60.76675	48.39775
5252	56.07775	62.22075	49.93475
5253	55.48475	61.61675	49.35175
5254	57.23975	63.39075	51.08975
5255	59.23675	65.41575	53.05775
5256	61.60475	67.73475	55.47475
5257	61.12175	67.28775	54.95575
5258	60.38375	66.60875	54.15875
5259	60.35575	66.61375	54.09775
5260	60.85375	67.09675	54.61075
5261	60.68775	66.93275	54.44275
5262	60.94575	67.15875	54.73375
5263	61.21775	67.40875	55.02675
5264	61.25475	67.44275	55.06675
5265	61.16675	67.33675	54.99775
5266	60.76875	66.94175	54.59575
5267	61.17475	67.34875	54.99975
5268	61.46375	67.62775	55.29975
5269	61.89375	68.04675	55.74175
5270	61.93175	68.07875	55.78375
5271	62.64875	68.79975	56.49675
5272	62.63575	68.81175	56.45875
5273	62.74075	68.93775	56.54375
5274	62.80975	69.00675	56.61275
5275	62.98975	69.18875	56.79075
5276	62.98975	69.20775	56.77175
5277	62.51775	68.72075	56.31475
5278	61.59675	67.75275	55.44175
5279	58.69675	64.85675	52.53675
5280	57.76275	63.94475	51.58175
5281	56.87975	63.01875	50.74075
5282	56.84675	62.98975	50.70475
5283	57.22675	63.36075	51.09275
5284	57.71275	63.86675	51.55875
5285	59.25175	65.42175	53.08075
5286	61.54675	67.73475	55.35975
5287	63.82775	70.04175	57.61475
5288	66.11375	72.32475	59.90275
5289	65.77675	71.95975	59.59375
5290	66.85675	73.01175	60.70075
5291	66.48575	72.64875	60.32275
5292	65.97475	72.19075	59.75775
5293	64.88675	71.12575	58.64775
5294	62.85175	69.06075	56.64375
5295	60.49675	66.67675	54.31775
5296	57.89875	64.09875	51.69875
5297	57.46575	63.61375	51.31875
5298	55.59375	61.77675	49.41175
5299	56.44575	62.58875	50.30375
5300	57.79375	63.94675	51.64075
5301	59.86575	66.02675	53.70475
5302	63.07775	69.24475	56.91175
5303	64.56875	70.74575	58.39175
5304	65.54475	71.76775	59.32275
5305	66.22575	72.45975	59.99175
5306	67.22675	73.41975	61.03375
5307	67.29175	73.45775	61.12475
5308	67.08475	73.21475	60.95475
5309	66.57175	72.68275	60.45975
5310	66.19075	72.29875	60.08275
5311	65.84975	71.95375	59.74475
5312	65.08975	71.19275	58.98675
5313	64.39975	70.52275	58.27775
5314	64.23675	70.36375	58.10875
5315	63.91375	70.05775	57.76975
5316	62.32075	68.48975	56.15175
5317	59.63875	65.80575	53.47275
5318	55.96075	62.17075	49.75075
5319	54.77575	60.91975	48.63175
5320	51.55775	57.70375	45.41075
5321	49.92775	56.06175	43.79275
5322	49.74175	55.89375	43.58875
5323	50.32675	56.47075	44.18275
5324	52.83775	59.00775	46.66775
5325	55.22275	61.41175	49.03275
5326	57.63975	63.81175	51.46775
5327	57.75575	63.91775	51.59275
5328	56.32675	62.49375	50.15975
5329	53.59275	59.78975	47.39475
